date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:05:52	5721/5721	---M--	200	added ('OK')	image/png	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/clients/client-02.png	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/clients/client-02.png	(from https://www.ahmaddamra.com/)
17:05:53	9003/9003	---M--	200	added ('OK')	image/jpeg	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/clients/client-03.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/clients/client-03.jpg	(from https://www.ahmaddamra.com/)
17:05:53	11099/11099	---M--	200	added ('OK')	image/jpeg	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/clients/client-04.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/clients/client-04.jpg	(from https://www.ahmaddamra.com/)
17:05:54	44824/44824	---M--	200	added ('OK')	image/png	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/clients/client-05.png	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/clients/client-05.png	(from https://www.ahmaddamra.com/)
17:05:54	31917/31917	---M--	200	added ('OK')	image/png	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/clients/client-06.png	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/clients/client-06.png	(from https://www.ahmaddamra.com/)
17:05:55	13293/13293	---M--	200	added ('OK')	image/png	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/clients/client-07.png	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/clients/client-07.png	(from https://www.ahmaddamra.com/)
17:05:56	63575/63575	---M--	200	added ('OK')	image/jpeg	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/clients/client-08.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/clients/client-08.jpg	(from https://www.ahmaddamra.com/)
17:05:56	11257/11257	---M--	200	added ('OK')	image/png	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/clients/client-09.png	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/clients/client-09.png	(from https://www.ahmaddamra.com/)
17:05:56	16295/16295	---M--	200	added ('OK')	image/jpeg	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/portfolio/hikma.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/portfolio/hikma.jpg	(from https://www.ahmaddamra.com/)
17:05:57	22245/22245	---M--	200	added ('OK')	image/jpeg	etag:%220cc8cbd3bb8d51:0%22	https://www.ahmaddamra.com/Content/img/portfolio/Orange.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/portfolio/Orange.jpg	(from https://www.ahmaddamra.com/)
17:05:58	21156/21156	---M--	200	added ('OK')	image/jpeg	etag:%220cc8cbd3bb8d51:0%22	https://www.ahmaddamra.com/Content/img/portfolio/Umniah.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/portfolio/Umniah.jpg	(from https://www.ahmaddamra.com/)
17:05:58	19827/19827	---M--	200	added ('OK')	image/jpeg	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/portfolio/globital.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/portfolio/globital.jpg	(from https://www.ahmaddamra.com/)
17:05:59	15852/15852	---M--	200	added ('OK')	image/jpeg	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/portfolio/ihorizons.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/portfolio/ihorizons.jpg	(from https://www.ahmaddamra.com/)
17:05:59	32635/32635	---M--	200	added ('OK')	image/jpeg	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/portfolio/borsa.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/portfolio/borsa.jpg	(from https://www.ahmaddamra.com/)
17:06:00	10191/10191	---M--	200	added ('OK')	image/jpeg	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/portfolio/img-7.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/portfolio/img-7.jpg	(from https://www.ahmaddamra.com/)
17:06:00	30943/30943	---M--	200	added ('OK')	image/jpeg	etag:%220cc8cbd3bb8d51:0%22	https://www.ahmaddamra.com/Content/img/portfolio/takiah.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/portfolio/takiah.jpg	(from https://www.ahmaddamra.com/)
17:06:01	28060/28060	---M--	200	added ('OK')	image/jpeg	etag:%220cc8cbd3bb8d51:0%22	https://www.ahmaddamra.com/Content/img/portfolio/Zain.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/portfolio/Zain.jpg	(from https://www.ahmaddamra.com/)
17:06:02	21780/21780	---M--	200	added ('OK')	image/jpeg	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/portfolio/exceed.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/portfolio/exceed.jpg	(from https://www.ahmaddamra.com/)
17:06:02	29805/29805	---M--	200	added ('OK')	image/jpeg	etag:%220cc8cbd3bb8d51:0%22	https://www.ahmaddamra.com/Content/img/portfolio/saraya.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/portfolio/saraya.jpg	(from https://www.ahmaddamra.com/)
17:06:02	17903/17903	---M--	200	added ('OK')	image/jpeg	etag:%220cc8cbd3bb8d51:0%22	https://www.ahmaddamra.com/Content/img/portfolio/opt.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/portfolio/opt.jpg	(from https://www.ahmaddamra.com/)
17:06:03	29692/29692	---M--	200	added ('OK')	image/jpeg	etag:%220cc8cbd3bb8d51:0%22	https://www.ahmaddamra.com/Content/img/portfolio/rj.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/portfolio/rj.jpg	(from https://www.ahmaddamra.com/)
17:06:03	19592/19592	---M--	200	added ('OK')	image/jpeg	etag:%220cc8cbd3bb8d51:0%22	https://www.ahmaddamra.com/Content/img/portfolio/jib.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/portfolio/jib.jpg	(from https://www.ahmaddamra.com/)
17:06:04	24494/24494	---M--	200	added ('OK')	image/jpeg	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/portfolio/HBank.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/portfolio/HBank.jpg	(from https://www.ahmaddamra.com/)
17:06:04	34623/34623	---M--	200	added ('OK')	image/jpeg	etag:%220cc8cbd3bb8d51:0%22	https://www.ahmaddamra.com/Content/img/portfolio/lib.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/portfolio/lib.jpg	(from https://www.ahmaddamra.com/)
17:06:05	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2013%20May%202025%2022:06:04%20GMT	https://www.ahmaddamra.com/single-work.html	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/single-work.20.delayed	(from https://www.ahmaddamra.com/)
17:06:05	15360/15360	---M--	200	added ('OK')	image/jpeg	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/portfolio/img-11.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/portfolio/img-11.jpg	(from https://www.ahmaddamra.com/)
17:06:06	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2013%20May%202025%2022:06:05%20GMT	https://www.ahmaddamra.com/~/Content/img/portfolio/img-11.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/_/Content/img/portfolio/img-11.22.delayed	(from https://www.ahmaddamra.com/)
17:06:06	27341/27341	---M--	200	added ('OK')	image/jpeg	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/blog/img-1.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/blog/img-1.jpg	(from https://www.ahmaddamra.com/)
17:06:07	30991/30991	---M--	200	added ('OK')	image/jpeg	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/blog/img-2.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/blog/img-2.jpg	(from https://www.ahmaddamra.com/)
17:06:08	30429/30429	---M--	200	added ('OK')	image/jpeg	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/blog/img-3.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/blog/img-3.jpg	(from https://www.ahmaddamra.com/)
17:06:08	31524/31524	---M--	200	added ('OK')	image/jpeg	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/blog/img-4.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/blog/img-4.jpg	(from https://www.ahmaddamra.com/)
17:06:09	26340/26340	---M--	200	added ('OK')	image/jpeg	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/blog/img-5.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/blog/img-5.jpg	(from https://www.ahmaddamra.com/)
17:06:09	29348/29348	---M--	200	added ('OK')	image/jpeg	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/blog/img-6.jpg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/blog/img-6.jpg	(from https://www.ahmaddamra.com/)
17:06:10	66798/66798	---M--	200	added ('OK')	image/png	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/blog/img7.png	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/blog/img7.png	(from https://www.ahmaddamra.com/)
17:06:10	25971/25971	---M--	200	added ('OK')	image/png	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/blog/img8.png	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/blog/img8.png	(from https://www.ahmaddamra.com/)
17:06:11	26891/26891	---M--	200	added ('OK')	image/png	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/img/blog/img9.png	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/img/blog/img9.png	(from https://www.ahmaddamra.com/)
17:06:11	86927/86927	---M-Z	200	added ('OK')	application/javascript	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/js/jquery.min.js	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/js/jquery.min.js	(from https://www.ahmaddamra.com/)
17:06:12	312714/312714	---MCZ	200	added ('OK')	application/javascript	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/js/plugins.min.js	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/js/plugins.min.js	(from https://www.ahmaddamra.com/)
17:06:12	11158/11158	---M-Z	200	added ('OK')	application/javascript	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/js/main.js	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/js/main.js	(from https://www.ahmaddamra.com/)
17:06:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2013%20May%202025%2022:06:13%20GMT	https://apps.elfsight.com/p/platform.js	C:/mywebsite2/mywebsite2/apps.elfsight.com/p/platform.2f.delayed	(from https://www.ahmaddamra.com/)
17:06:13	41714/41714	---MCZ	200	added ('OK')	application/javascript	etag:W/%2273daad4953f9609a9f505ced27eb4b8f%22	https://static.elfsight.com/platform/platform.js	C:/mywebsite2/mywebsite2/static.elfsight.com/platform/platform.js	(from https://www.ahmaddamra.com/)
17:06:14	216616/216616	---M-Z	200	added ('OK')	text/css	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/css/plugins/bootstrap.css	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/css/plugins/bootstrap.css	(from https://www.ahmaddamra.com/Content/css/plugins.css)
17:06:14	57727/57727	---M-Z	200	added ('OK')	text/css	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/css/plugins/font-awesome.css	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/css/plugins/font-awesome.css	(from https://www.ahmaddamra.com/Content/css/plugins.css)
17:06:14	8398/8398	---M-Z	200	added ('OK')	text/css	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/css/plugins/linear-icons.css	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/css/plugins/linear-icons.css	(from https://www.ahmaddamra.com/Content/css/plugins.css)
17:06:15	45614/45614	---M-Z	200	added ('OK')	text/css	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/css/plugins/animations.css	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/css/plugins/animations.css	(from https://www.ahmaddamra.com/Content/css/plugins.css)
17:06:16	28706/28706	---M-Z	200	added ('OK')	text/css	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/css/plugins/jquery.animatedheadline.css	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/css/plugins/jquery.animatedheadline.css	(from https://www.ahmaddamra.com/Content/css/plugins.css)
17:06:16	3351/3351	---M-Z	200	added ('OK')	text/css	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/css/plugins/owl.carousel.min.css	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/css/plugins/owl.carousel.min.css	(from https://www.ahmaddamra.com/Content/css/plugins.css)
17:06:17	1013/1013	---M-Z	200	added ('OK')	text/css	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/css/plugins/owl.theme.default.min.css	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/css/plugins/owl.theme.default.min.css	(from https://www.ahmaddamra.com/Content/css/plugins.css)
17:06:17	8197/8197	---M-Z	200	added ('OK')	text/css	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/css/plugins/magnific-popup.css	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/css/plugins/magnific-popup.css	(from https://www.ahmaddamra.com/Content/css/plugins.css)
17:06:18	2151/2151	---M-Z	200	added ('OK')	text/css	etag:%22086c9993bb8d51:0%22	https://www.ahmaddamra.com/Content/css/plugins/simplebar.css	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/css/plugins/simplebar.css	(from https://www.ahmaddamra.com/Content/css/plugins.css)
17:06:18	115052/115052	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2201250e13bb8d51:0%22	https://www.ahmaddamra.com/fonts/fa-brands-400.eot	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/fa-brands-400.eot	(from https://www.ahmaddamra.com/Content/css/plugins/font-awesome.css)
17:06:19	115052/115052	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2201250e13bb8d51:0%22	https://www.ahmaddamra.com/fonts/fa-brands-400.eot?	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/fa-brands-400d41d.eot	(from https://www.ahmaddamra.com/Content/css/plugins/font-awesome.css)
17:06:19	63376/63376	---M--	200	added ('OK')	application/font-woff2	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/fonts/fa-brands-400.woff2	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/fa-brands-400.woff2	(from https://www.ahmaddamra.com/Content/css/plugins/font-awesome.css)
17:06:20	73920/73920	---M--	200	added ('OK')	font/x-woff	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/fonts/fa-brands-400.woff	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/fa-brands-400.woff	(from https://www.ahmaddamra.com/Content/css/plugins/font-awesome.css)
17:06:21	114816/114816	---M--	200	added ('OK')	application/octet-stream	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/fonts/fa-brands-400.ttf	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/fa-brands-400.ttf	(from https://www.ahmaddamra.com/Content/css/plugins/font-awesome.css)
17:06:21	622420/622420	---M--	200	added ('OK')	image/svg+xml	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/fonts/fa-brands-400.svg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/fa-brands-400.svg	(from https://www.ahmaddamra.com/Content/css/plugins/font-awesome.css)
17:06:21	40744/40744	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/fonts/fa-regular-400.eot	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/fa-regular-400.eot	(from https://www.ahmaddamra.com/Content/css/plugins/font-awesome.css)
17:06:22	40744/40744	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/fonts/fa-regular-400.eot?	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/fa-regular-400d41d.eot	(from https://www.ahmaddamra.com/Content/css/plugins/font-awesome.css)
17:06:23	14952/14952	---M--	200	added ('OK')	application/font-woff2	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/fonts/fa-regular-400.woff2	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/fa-regular-400.woff2	(from https://www.ahmaddamra.com/Content/css/plugins/font-awesome.css)
17:06:23	18212/18212	---M--	200	added ('OK')	font/x-woff	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/fonts/fa-regular-400.woff	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/fa-regular-400.woff	(from https://www.ahmaddamra.com/Content/css/plugins/font-awesome.css)
17:06:24	40516/40516	---M--	200	added ('OK')	application/octet-stream	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/fonts/fa-regular-400.ttf	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/fa-regular-400.ttf	(from https://www.ahmaddamra.com/Content/css/plugins/font-awesome.css)
17:06:25	141551/141551	---M--	200	added ('OK')	image/svg+xml	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/fonts/fa-regular-400.svg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/fa-regular-400.svg	(from https://www.ahmaddamra.com/Content/css/plugins/font-awesome.css)
17:06:25	160768/160768	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/fonts/fa-solid-900.eot	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/fa-solid-900.eot	(from https://www.ahmaddamra.com/Content/css/plugins/font-awesome.css)
17:06:25	160768/160768	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/fonts/fa-solid-900.eot?	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/fa-solid-900d41d.eot	(from https://www.ahmaddamra.com/Content/css/plugins/font-awesome.css)
17:06:26	59572/59572	---M--	200	added ('OK')	application/font-woff2	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/fonts/fa-solid-900.woff2	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/fa-solid-900.woff2	(from https://www.ahmaddamra.com/Content/css/plugins/font-awesome.css)
17:06:27	76632/76632	---M--	200	added ('OK')	font/x-woff	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/fonts/fa-solid-900.woff	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/fa-solid-900.woff	(from https://www.ahmaddamra.com/Content/css/plugins/font-awesome.css)
17:06:27	160548/160548	---M--	200	added ('OK')	application/octet-stream	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/fonts/fa-solid-900.ttf	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/fa-solid-900.ttf	(from https://www.ahmaddamra.com/Content/css/plugins/font-awesome.css)
17:06:28	55820/55820	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/fonts/Linearicons-Free.eot?w118d	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/Linearicons-Free54e9.eot	(from https://www.ahmaddamra.com/Content/css/plugins/linear-icons.css)
17:06:28	592839/592839	---M--	200	added ('OK')	image/svg+xml	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/fonts/fa-solid-900.svg	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/fa-solid-900.svg	(from https://www.ahmaddamra.com/Content/css/plugins/font-awesome.css)
17:06:29	55820/55820	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/fonts/Linearicons-Free.eot?	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/Linearicons-Freed41d.eot	(from https://www.ahmaddamra.com/Content/css/plugins/linear-icons.css)
17:06:29	21780/21780	---M--	200	added ('OK')	application/font-woff2	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/fonts/Linearicons-Free.woff2?w118d	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/Linearicons-Free54e9.woff2	(from https://www.ahmaddamra.com/Content/css/plugins/linear-icons.css)
17:06:30	55696/55696	---M--	200	added ('OK')	font/x-woff	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/fonts/Linearicons-Free.woff?w118d	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/Linearicons-Free54e9.woff	(from https://www.ahmaddamra.com/Content/css/plugins/linear-icons.css)
17:06:30	55620/55620	---M--	200	added ('OK')	application/octet-stream	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/fonts/Linearicons-Free.ttf?w118d	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/Linearicons-Free54e9.ttf	(from https://www.ahmaddamra.com/Content/css/plugins/linear-icons.css)
17:06:31	205847/205847	---M--	200	added ('OK')	image/svg+xml	etag:%220581353cb8d51:0%22	https://www.ahmaddamra.com/fonts/Linearicons-Free.svg?w118d	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/fonts/Linearicons-Free54e9.svg	(from https://www.ahmaddamra.com/Content/css/plugins/linear-icons.css)
17:06:31	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2013%20May%202025%2022:06:31%20GMT	https://www.ahmaddamra.com/Content/css/plugins/owl.video.play.png	C:/mywebsite2/mywebsite2/www.ahmaddamra.com/Content/css/plugins/owl.video.play.52.delayed	(from https://www.ahmaddamra.com/Content/css/plugins/owl.carousel.min.css)
